fecha_venta,var1(t-7 day),var1(t-6 day),var1(t-5 day),var1(t-4 day),var1(t-3 day),var1(t-2 day),var1(t-1 day),var1(t-5 week),var1(t-4 week),var1(t-3 week),var1(t-2 week),var1(t-1 week),var1(t),tipo_festivo,day,dayofweek,month,year,weekday
2021-08-13,267.0,264.0,369.0,144.0,243.0,138.0,249.0,264.0,315.0,228.0,261.0,267.0,276.0,0,13,5,8,2021,1
2021-08-14,264.0,369.0,144.0,243.0,138.0,249.0,276.0,306.0,201.0,285.0,333.0,264.0,246.0,0,14,6,8,2021,0
2021-08-15,369.0,144.0,243.0,138.0,249.0,276.0,246.0,459.0,450.0,309.0,354.0,369.0,276.0,0,15,7,8,2021,0
2021-08-16,144.0,243.0,138.0,249.0,276.0,246.0,276.0,297.0,240.0,294.0,357.0,144.0,369.0,0,16,1,8,2021,1
2021-08-17,243.0,138.0,249.0,276.0,246.0,276.0,369.0,270.0,294.0,240.0,279.0,243.0,270.0,0,17,2,8,2021,1
2021-08-18,138.0,249.0,276.0,246.0,276.0,369.0,270.0,204.0,246.0,297.0,225.0,138.0,150.0,0,18,3,8,2021,1
2021-08-19,249.0,276.0,246.0,276.0,369.0,270.0,150.0,333.0,240.0,279.0,198.0,249.0,240.0,0,19,4,8,2021,1
2021-08-20,276.0,246.0,276.0,369.0,270.0,150.0,240.0,315.0,228.0,261.0,267.0,276.0,246.0,0,20,5,8,2021,1
2021-08-21,246.0,276.0,369.0,270.0,150.0,240.0,246.0,201.0,285.0,333.0,264.0,246.0,249.0,0,21,6,8,2021,0
2021-08-22,276.0,369.0,270.0,150.0,240.0,246.0,249.0,450.0,309.0,354.0,369.0,276.0,276.0,0,22,7,8,2021,0
2021-08-23,369.0,270.0,150.0,240.0,246.0,249.0,276.0,240.0,294.0,357.0,144.0,369.0,204.0,0,23,1,8,2021,1
2021-08-24,270.0,150.0,240.0,246.0,249.0,276.0,204.0,294.0,240.0,279.0,243.0,270.0,135.0,0,24,2,8,2021,1
2021-08-25,150.0,240.0,246.0,249.0,276.0,204.0,135.0,246.0,297.0,225.0,138.0,150.0,201.0,0,25,3,8,2021,1
2021-08-26,240.0,246.0,249.0,276.0,204.0,135.0,201.0,240.0,279.0,198.0,249.0,240.0,153.0,0,26,4,8,2021,1
2021-08-27,246.0,249.0,276.0,204.0,135.0,201.0,153.0,228.0,261.0,267.0,276.0,246.0,210.0,0,27,5,8,2021,1
2021-08-28,249.0,276.0,204.0,135.0,201.0,153.0,210.0,285.0,333.0,264.0,246.0,249.0,261.0,0,28,6,8,2021,0
2021-08-29,276.0,204.0,135.0,201.0,153.0,210.0,261.0,309.0,354.0,369.0,276.0,276.0,300.0,0,29,7,8,2021,0
2021-08-30,204.0,135.0,201.0,153.0,210.0,261.0,300.0,294.0,357.0,144.0,369.0,204.0,207.0,0,30,1,8,2021,1
2021-08-31,135.0,201.0,153.0,210.0,261.0,300.0,207.0,240.0,279.0,243.0,270.0,135.0,177.0,0,31,2,8,2021,1
2021-09-01,201.0,153.0,210.0,261.0,300.0,207.0,177.0,297.0,225.0,138.0,150.0,201.0,264.0,0,1,3,9,2021,1
2021-09-02,153.0,210.0,261.0,300.0,207.0,177.0,264.0,279.0,198.0,249.0,240.0,153.0,144.0,0,2,4,9,2021,1
2021-09-03,210.0,261.0,300.0,207.0,177.0,264.0,144.0,261.0,267.0,276.0,246.0,210.0,135.0,0,3,5,9,2021,1
2021-09-04,261.0,300.0,207.0,177.0,264.0,144.0,135.0,333.0,264.0,246.0,249.0,261.0,246.0,0,4,6,9,2021,0
2021-09-05,300.0,207.0,177.0,264.0,144.0,135.0,246.0,354.0,369.0,276.0,276.0,300.0,333.0,0,5,7,9,2021,0
2021-09-06,207.0,177.0,264.0,144.0,135.0,246.0,333.0,357.0,144.0,369.0,204.0,207.0,192.0,0,6,1,9,2021,1
2021-09-07,177.0,264.0,144.0,135.0,246.0,333.0,192.0,279.0,243.0,270.0,135.0,177.0,174.0,0,7,2,9,2021,1
2021-09-08,264.0,144.0,135.0,246.0,333.0,192.0,174.0,225.0,138.0,150.0,201.0,264.0,126.0,0,8,3,9,2021,1
2021-09-09,144.0,135.0,246.0,333.0,192.0,174.0,126.0,198.0,249.0,240.0,153.0,144.0,138.0,0,9,4,9,2021,1
2021-09-10,135.0,246.0,333.0,192.0,174.0,126.0,138.0,267.0,276.0,246.0,210.0,135.0,177.0,0,10,5,9,2021,1
2021-09-11,246.0,333.0,192.0,174.0,126.0,138.0,177.0,264.0,246.0,249.0,261.0,246.0,222.0,0,11,6,9,2021,0
2021-09-12,333.0,192.0,174.0,126.0,138.0,177.0,222.0,369.0,276.0,276.0,300.0,333.0,354.0,0,12,7,9,2021,0
2021-09-13,192.0,174.0,126.0,138.0,177.0,222.0,354.0,144.0,369.0,204.0,207.0,192.0,174.0,0,13,1,9,2021,1
2021-09-14,174.0,126.0,138.0,177.0,222.0,354.0,174.0,243.0,270.0,135.0,177.0,174.0,219.0,0,14,2,9,2021,1
2021-09-15,126.0,138.0,177.0,222.0,354.0,174.0,219.0,138.0,150.0,201.0,264.0,126.0,177.0,0,15,3,9,2021,1
2021-09-16,138.0,177.0,222.0,354.0,174.0,219.0,177.0,249.0,240.0,153.0,144.0,138.0,270.0,0,16,4,9,2021,1
2021-09-17,177.0,222.0,354.0,174.0,219.0,177.0,270.0,276.0,246.0,210.0,135.0,177.0,165.0,0,17,5,9,2021,1
2021-09-18,222.0,354.0,174.0,219.0,177.0,270.0,165.0,246.0,249.0,261.0,246.0,222.0,249.0,0,18,6,9,2021,0
2021-09-19,354.0,174.0,219.0,177.0,270.0,165.0,249.0,276.0,276.0,300.0,333.0,354.0,294.0,0,19,7,9,2021,0
2021-09-20,174.0,219.0,177.0,270.0,165.0,249.0,294.0,369.0,204.0,207.0,192.0,174.0,177.0,0,20,1,9,2021,1
2021-09-21,219.0,177.0,270.0,165.0,249.0,294.0,177.0,270.0,135.0,177.0,174.0,219.0,159.0,0,21,2,9,2021,1
2021-09-22,177.0,270.0,165.0,249.0,294.0,177.0,159.0,150.0,201.0,264.0,126.0,177.0,207.0,0,22,3,9,2021,1
2021-09-23,270.0,165.0,249.0,294.0,177.0,159.0,207.0,240.0,153.0,144.0,138.0,270.0,138.0,0,23,4,9,2021,1
2021-09-24,165.0,249.0,294.0,177.0,159.0,207.0,138.0,246.0,210.0,135.0,177.0,165.0,216.0,0,24,5,9,2021,1
2021-09-25,249.0,294.0,177.0,159.0,207.0,138.0,216.0,249.0,261.0,246.0,222.0,249.0,204.0,0,25,6,9,2021,0
2021-09-26,294.0,177.0,159.0,207.0,138.0,216.0,204.0,276.0,300.0,333.0,354.0,294.0,324.0,0,26,7,9,2021,0
2021-09-27,177.0,159.0,207.0,138.0,216.0,204.0,324.0,204.0,207.0,192.0,174.0,177.0,141.0,0,27,1,9,2021,1
2021-09-28,159.0,207.0,138.0,216.0,204.0,324.0,141.0,135.0,177.0,174.0,219.0,159.0,141.0,0,28,2,9,2021,1
2021-09-29,207.0,138.0,216.0,204.0,324.0,141.0,141.0,201.0,264.0,126.0,177.0,207.0,183.0,0,29,3,9,2021,1
2021-09-30,138.0,216.0,204.0,324.0,141.0,141.0,183.0,153.0,144.0,138.0,270.0,138.0,240.0,0,30,4,9,2021,1
2021-10-01,216.0,204.0,324.0,141.0,141.0,183.0,240.0,210.0,135.0,177.0,165.0,216.0,138.0,0,1,5,10,2021,1
2021-10-02,204.0,324.0,141.0,141.0,183.0,240.0,138.0,261.0,246.0,222.0,249.0,204.0,276.0,0,2,6,10,2021,0
2021-10-03,324.0,141.0,141.0,183.0,240.0,138.0,276.0,300.0,333.0,354.0,294.0,324.0,357.0,0,3,7,10,2021,0
2021-10-04,141.0,141.0,183.0,240.0,138.0,276.0,357.0,207.0,192.0,174.0,177.0,141.0,222.0,0,4,1,10,2021,1
2021-10-05,141.0,183.0,240.0,138.0,276.0,357.0,222.0,177.0,174.0,219.0,159.0,141.0,168.0,0,5,2,10,2021,1
2021-10-06,183.0,240.0,138.0,276.0,357.0,222.0,168.0,264.0,126.0,177.0,207.0,183.0,168.0,0,6,3,10,2021,1
2021-10-07,240.0,138.0,276.0,357.0,222.0,168.0,168.0,144.0,138.0,270.0,138.0,240.0,132.0,0,7,4,10,2021,1
2021-10-08,138.0,276.0,357.0,222.0,168.0,168.0,132.0,135.0,177.0,165.0,216.0,138.0,153.0,0,8,5,10,2021,1
2021-10-09,276.0,357.0,222.0,168.0,168.0,132.0,153.0,246.0,222.0,249.0,204.0,276.0,324.0,0,9,6,10,2021,0
2021-10-10,357.0,222.0,168.0,168.0,132.0,153.0,324.0,333.0,354.0,294.0,324.0,357.0,318.0,0,10,7,10,2021,0
2021-10-11,222.0,168.0,168.0,132.0,153.0,324.0,318.0,192.0,174.0,177.0,141.0,222.0,264.0,0,11,1,10,2021,1
2021-10-12,168.0,168.0,132.0,153.0,324.0,318.0,264.0,174.0,219.0,159.0,141.0,168.0,375.0,1,12,2,10,2021,1
2021-10-13,168.0,132.0,153.0,324.0,318.0,264.0,375.0,126.0,177.0,207.0,183.0,168.0,150.0,0,13,3,10,2021,1
2021-10-14,132.0,153.0,324.0,318.0,264.0,375.0,150.0,138.0,270.0,138.0,240.0,132.0,114.0,0,14,4,10,2021,1
2021-10-15,153.0,324.0,318.0,264.0,375.0,150.0,114.0,177.0,165.0,216.0,138.0,153.0,246.0,0,15,5,10,2021,1
2021-10-16,324.0,318.0,264.0,375.0,150.0,114.0,246.0,222.0,249.0,204.0,276.0,324.0,273.0,0,16,6,10,2021,0
2021-10-17,318.0,264.0,375.0,150.0,114.0,246.0,273.0,354.0,294.0,324.0,357.0,318.0,288.0,0,17,7,10,2021,0
2021-10-18,264.0,375.0,150.0,114.0,246.0,273.0,288.0,174.0,177.0,141.0,222.0,264.0,204.0,0,18,1,10,2021,1
2021-10-19,375.0,150.0,114.0,246.0,273.0,288.0,204.0,219.0,159.0,141.0,168.0,375.0,174.0,0,19,2,10,2021,1
2021-10-20,150.0,114.0,246.0,273.0,288.0,204.0,174.0,177.0,207.0,183.0,168.0,150.0,201.0,0,20,3,10,2021,1
2021-10-21,114.0,246.0,273.0,288.0,204.0,174.0,201.0,270.0,138.0,240.0,132.0,114.0,219.0,0,21,4,10,2021,1
2021-10-22,246.0,273.0,288.0,204.0,174.0,201.0,219.0,165.0,216.0,138.0,153.0,246.0,234.0,0,22,5,10,2021,1
2021-10-23,273.0,288.0,204.0,174.0,201.0,219.0,234.0,249.0,204.0,276.0,324.0,273.0,366.0,0,23,6,10,2021,0
2021-10-24,288.0,204.0,174.0,201.0,219.0,234.0,366.0,294.0,324.0,357.0,318.0,288.0,369.0,0,24,7,10,2021,0
2021-10-25,204.0,174.0,201.0,219.0,234.0,366.0,369.0,177.0,141.0,222.0,264.0,204.0,234.0,0,25,1,10,2021,1
2021-10-26,174.0,201.0,219.0,234.0,366.0,369.0,234.0,159.0,141.0,168.0,375.0,174.0,204.0,0,26,2,10,2021,1
2021-10-27,201.0,219.0,234.0,366.0,369.0,234.0,204.0,207.0,183.0,168.0,150.0,201.0,234.0,0,27,3,10,2021,1
2021-10-28,219.0,234.0,366.0,369.0,234.0,204.0,234.0,138.0,240.0,132.0,114.0,219.0,231.0,0,28,4,10,2021,1
2021-10-29,234.0,366.0,369.0,234.0,204.0,234.0,231.0,216.0,138.0,153.0,246.0,234.0,264.0,0,29,5,10,2021,1
2021-10-30,366.0,369.0,234.0,204.0,234.0,231.0,264.0,204.0,276.0,324.0,273.0,366.0,276.0,0,30,6,10,2021,0
2021-10-31,369.0,234.0,204.0,234.0,231.0,264.0,276.0,324.0,357.0,318.0,288.0,369.0,411.0,0,31,7,10,2021,0
2021-11-01,234.0,204.0,234.0,231.0,264.0,276.0,411.0,141.0,222.0,264.0,204.0,234.0,351.0,0,1,1,11,2021,1
2021-11-02,204.0,234.0,231.0,264.0,276.0,411.0,351.0,141.0,168.0,375.0,174.0,204.0,189.0,0,2,2,11,2021,1
2021-11-03,234.0,231.0,264.0,276.0,411.0,351.0,189.0,183.0,168.0,150.0,201.0,234.0,216.0,0,3,3,11,2021,1
2021-11-04,231.0,264.0,276.0,411.0,351.0,189.0,216.0,240.0,132.0,114.0,219.0,231.0,294.0,0,4,4,11,2021,1
2021-11-05,264.0,276.0,411.0,351.0,189.0,216.0,294.0,138.0,153.0,246.0,234.0,264.0,342.0,0,5,5,11,2021,1
2021-11-06,276.0,411.0,351.0,189.0,216.0,294.0,342.0,276.0,324.0,273.0,366.0,276.0,261.0,0,6,6,11,2021,0
2021-11-07,411.0,351.0,189.0,216.0,294.0,342.0,261.0,357.0,318.0,288.0,369.0,411.0,414.0,0,7,7,11,2021,0
2021-11-08,351.0,189.0,216.0,294.0,342.0,261.0,414.0,222.0,264.0,204.0,234.0,351.0,165.0,0,8,1,11,2021,1
2021-11-09,189.0,216.0,294.0,342.0,261.0,414.0,165.0,168.0,375.0,174.0,204.0,189.0,192.0,0,9,2,11,2021,1
2021-11-10,216.0,294.0,342.0,261.0,414.0,165.0,192.0,168.0,150.0,201.0,234.0,216.0,210.0,0,10,3,11,2021,1
2021-11-11,294.0,342.0,261.0,414.0,165.0,192.0,210.0,132.0,114.0,219.0,231.0,294.0,201.0,0,11,4,11,2021,1
2021-11-12,342.0,261.0,414.0,165.0,192.0,210.0,201.0,153.0,246.0,234.0,264.0,342.0,234.0,0,12,5,11,2021,1
2021-11-13,261.0,414.0,165.0,192.0,210.0,201.0,234.0,324.0,273.0,366.0,276.0,261.0,321.0,0,13,6,11,2021,0
2021-11-14,414.0,165.0,192.0,210.0,201.0,234.0,321.0,318.0,288.0,369.0,411.0,414.0,303.0,0,14,7,11,2021,0
2021-11-15,165.0,192.0,210.0,201.0,234.0,321.0,303.0,264.0,204.0,234.0,351.0,165.0,312.0,0,15,1,11,2021,1
2021-11-16,192.0,210.0,201.0,234.0,321.0,303.0,312.0,375.0,174.0,204.0,189.0,192.0,174.0,0,16,2,11,2021,1
2021-11-17,210.0,201.0,234.0,321.0,303.0,312.0,174.0,150.0,201.0,234.0,216.0,210.0,198.0,0,17,3,11,2021,1
2021-11-18,201.0,234.0,321.0,303.0,312.0,174.0,198.0,114.0,219.0,231.0,294.0,201.0,198.0,0,18,4,11,2021,1
2021-11-19,234.0,321.0,303.0,312.0,174.0,198.0,198.0,246.0,234.0,264.0,342.0,234.0,240.0,0,19,5,11,2021,1
2021-11-20,321.0,303.0,312.0,174.0,198.0,198.0,240.0,273.0,366.0,276.0,261.0,321.0,267.0,0,20,6,11,2021,0
2021-11-21,303.0,312.0,174.0,198.0,198.0,240.0,267.0,288.0,369.0,411.0,414.0,303.0,372.0,0,21,7,11,2021,0
2021-11-22,312.0,174.0,198.0,198.0,240.0,267.0,372.0,204.0,234.0,351.0,165.0,312.0,270.0,0,22,1,11,2021,1
2021-11-23,174.0,198.0,198.0,240.0,267.0,372.0,270.0,174.0,204.0,189.0,192.0,174.0,282.0,0,23,2,11,2021,1
2021-11-24,198.0,198.0,240.0,267.0,372.0,270.0,282.0,201.0,234.0,216.0,210.0,198.0,213.0,0,24,3,11,2021,1
2021-11-25,198.0,240.0,267.0,372.0,270.0,282.0,213.0,219.0,231.0,294.0,201.0,198.0,261.0,0,25,4,11,2021,1
2021-11-26,240.0,267.0,372.0,270.0,282.0,213.0,261.0,234.0,264.0,342.0,234.0,240.0,198.0,0,26,5,11,2021,1
2021-11-27,267.0,372.0,270.0,282.0,213.0,261.0,198.0,366.0,276.0,261.0,321.0,267.0,276.0,0,27,6,11,2021,0
2021-11-28,372.0,270.0,282.0,213.0,261.0,198.0,276.0,369.0,411.0,414.0,303.0,372.0,342.0,0,28,7,11,2021,0
2021-11-29,270.0,282.0,213.0,261.0,198.0,276.0,342.0,234.0,351.0,165.0,312.0,270.0,174.0,0,29,1,11,2021,1
2021-11-30,282.0,213.0,261.0,198.0,276.0,342.0,174.0,204.0,189.0,192.0,174.0,282.0,183.0,0,30,2,11,2021,1
2021-12-01,213.0,261.0,198.0,276.0,342.0,174.0,183.0,234.0,216.0,210.0,198.0,213.0,237.0,0,1,3,12,2021,1
2021-12-02,261.0,198.0,276.0,342.0,174.0,183.0,237.0,231.0,294.0,201.0,198.0,261.0,207.0,0,2,4,12,2021,1
2021-12-03,198.0,276.0,342.0,174.0,183.0,237.0,207.0,264.0,342.0,234.0,240.0,198.0,306.0,0,3,5,12,2021,1
2021-12-04,276.0,342.0,174.0,183.0,237.0,207.0,306.0,276.0,261.0,321.0,267.0,276.0,237.0,0,4,6,12,2021,0
2021-12-05,342.0,174.0,183.0,237.0,207.0,306.0,237.0,411.0,414.0,303.0,372.0,342.0,246.0,0,5,7,12,2021,0
2021-12-06,174.0,183.0,237.0,207.0,306.0,237.0,246.0,351.0,165.0,312.0,270.0,174.0,321.0,0,6,1,12,2021,1
2021-12-07,183.0,237.0,207.0,306.0,237.0,246.0,321.0,189.0,192.0,174.0,282.0,183.0,282.0,0,7,2,12,2021,1
2021-12-08,237.0,207.0,306.0,237.0,246.0,321.0,282.0,216.0,210.0,198.0,213.0,237.0,291.0,0,8,3,12,2021,1
2021-12-09,207.0,306.0,237.0,246.0,321.0,282.0,291.0,294.0,201.0,198.0,261.0,207.0,210.0,0,9,4,12,2021,1
2021-12-10,306.0,237.0,246.0,321.0,282.0,291.0,210.0,342.0,234.0,240.0,198.0,306.0,294.0,0,10,5,12,2021,1
2021-12-11,237.0,246.0,321.0,282.0,291.0,210.0,294.0,261.0,321.0,267.0,276.0,237.0,324.0,0,11,6,12,2021,0
